File	Package
/epoc32/data/z/private/101f7c87/backup_registration.xml	mw/shortlinkconn
/epoc32/data/z/private/101f84eb/backup_registration.xml	app/files
/epoc32/data/z/private/101f8530/cookiegroup.xml	mw/netprotocols
/epoc32/data/z/private/101f8555/backup_registration.xml	app/speechsrv
/epoc32/data/z/private/101f85a0/backup_registration.xml	app/location
/epoc32/data/z/private/101f875a/backup_registration.xml	mw/appinstall
/epoc32/data/z/private/101f87b1/backup_registration.xml	app/contacts
/epoc32/data/z/private/101f8ec5/backup_registration.xml	os/wlan
/epoc32/data/z/private/101f8ec5/backup_registration_eapol.xml	mw/accesssec
/epoc32/data/z/private/101f8ec5/eap.conf	mw/accesssec
/epoc32/data/z/private/101f9696/backup_registration.xml	mw/usbservices
/epoc32/data/z/private/101f96f4/backup_registration.xml	mw/websrv
/epoc32/data/z/private/101f977c/backup_registration.xml	mw/dlnasrv
/epoc32/data/z/private/101f977c/objects.xml	mw/dlnasrv
/epoc32/data/z/private/101f977c/public/mediaserver1/connectionmanager1.xml	mw/dlnasrv
/epoc32/data/z/private/101f977c/public/mediaserver1/contentdirectory1.xml	mw/dlnasrv
/epoc32/data/z/private/101f977c/public/mediaserver1/mediaserver1.xml	mw/dlnasrv
/epoc32/data/z/private/101f977d/backup_registration.xml	mw/dlnasrv
/epoc32/data/z/private/101f97b2/backup_registration.xml	os/lbs
/epoc32/data/z/private/101f97b2/eposserver.rsc	os/lbs
/epoc32/data/z/private/101f99f6/capability/101f6de4.xml	mw/remotemgmt
/epoc32/data/z/private/101f99f6/capability/101f6de5.xml	mw/remotemgmt
/epoc32/data/z/private/101f99f6/capability/101f9698.xml	mw/remoteconn
/epoc32/data/z/private/101f99f6/capability/101f99f6.xml	mw/remoteconn
/epoc32/data/z/private/101f99f6/capability/101fb0e9.xml	app/contentcontrol
/epoc32/data/z/private/101f99f6/capability/10206b5c.xml	app/contentcontrol
/epoc32/data/z/private/101f99f6/capability/102751ba.xml	app/contentcontrol
/epoc32/data/z/private/101f99f6/capability/fwdcomp.xml	mw/remoteconn
/epoc32/data/z/private/101f99fb/backup_registration.xml	mw/remotemgmt
/epoc32/data/z/private/101f99fd/backup_registration.xml	mw/remotemgmt
/epoc32/data/z/private/101f99fe/backup_registration.xml	mw/remotemgmt
/epoc32/data/z/private/101f9a06/backup_registration.xml	mw/remotemgmt
/epoc32/data/z/private/101fb74f/backup_registration.xml	app/rndtools
/epoc32/data/z/private/101fb751/backup_registration.xml	app/rndtools
/epoc32/data/z/private/101fdf81/backup_registration.xml	mw/locationsrv
/epoc32/data/z/private/101fdf81/eposlmserver.rsc	mw/locationsrv
/epoc32/data/z/private/101fe1db/backup_registration.xml	os/usb
/epoc32/data/z/private/101fe1db/numberofacmfunctions.ini	mw/usbservices
/epoc32/data/z/private/101fe1db/usbman_pcsmtp.rsc	mw/usbservices
/epoc32/data/z/private/101ffa86/backup_registration.xml	app/camera
/epoc32/data/z/private/101ffa91/bubbles/bubbles01.mbm	app/imgeditor
/epoc32/data/z/private/101ffa91/bubbles/bubbles02.mbm	app/imgeditor
/epoc32/data/z/private/101ffa91/bubbles/bubbles03.mbm	app/imgeditor
/epoc32/data/z/private/101ffa91/cliparts/cliparts01.mbm	app/imgeditor
/epoc32/data/z/private/101ffa91/cliparts/cliparts02.mbm	app/imgeditor
/epoc32/data/z/private/101ffa91/cliparts/cliparts03.mbm	app/imgeditor
/epoc32/data/z/private/101ffa91/cliparts/cliparts04.mbm	app/imgeditor
/epoc32/data/z/private/101ffa91/cliparts/cliparts05.mbm	app/imgeditor
/epoc32/data/z/private/101ffa91/cliparts/cliparts06.mbm	app/imgeditor
/epoc32/data/z/private/101ffa91/cliparts/cliparts07.mbm	app/imgeditor
/epoc32/data/z/private/101ffa91/cliparts/cliparts08.mbm	app/imgeditor
/epoc32/data/z/private/101ffa91/cliparts/cliparts09.mbm	app/imgeditor
/epoc32/data/z/private/101ffa91/cliparts/cliparts10.mbm	app/imgeditor
/epoc32/data/z/private/101ffa91/cliparts/cliparts11.mbm	app/imgeditor
