ROM file,Host file,Iby file,Package,In/Out,Who,Why
sys\bin\emailservermonitor.exe,/epoc32/release/armv5/urel/emailservermonitor.exe,core/app/emailservermonitor.iby,app/commonemail,,,
sys\bin\emailwidgetsettings.exe,/epoc32/release/armv5/urel/emailwidgetsettings.exe,core/app/emailwidgetsettings.iby,app/commonemail,Out,WR,application
Sys\Bin\EmbeddedLinkAdapter.dll,/epoc32/release/armv5/urel/embeddedlinkadapter.dll,core/app/embeddedlinkadapter.iby,app/devicecontrol,,,
Sys\Bin\emn1_0stringdict00.dll,/epoc32/release/armv5/urel/emn1_0stringdict00.dll,wbxmlparser.iby,os/xmlsrv,,,
sys\bin\ENGINEINFO.DLL,/epoc32/release/armv5/urel/engineinfo.dll,core/app/phonengengine.iby,app/phone,,,
sys\bin\ENgineWrapper.dll,/epoc32/release/armv5/urel/enginewrapper.dll,core/mw/ImageEditorEngineWrapper.iby,app/imgeditor,,,
sys\bin\EnhancedMediaClient.dll,/epoc32/release/armv5/urel/enhancedmediaclient.dll,core/mw/EnhancedMediaClient.iby,mw/mmmw,,,
sys\bin\enp.dll,/epoc32/release/armv5/urel/enp.dll,bioparsers.iby,mw/messagingmw,,,
sys\bin\EnvironmentalReverbEffect.dll,/epoc32/release/armv5/urel/environmentalreverbeffect.dll,core/os/Effects.iby,os/mm,,,
sys\bin\EnvironmentalReverbMessageHandler.dll,/epoc32/release/armv5/urel/environmentalreverbmessagehandler.dll,core/os/Effects.iby,os/mm,,,
sys\bin\EnvironmentalReverbProxy.dll,/epoc32/release/armv5/urel/environmentalreverbproxy.dll,core/os/Effects.iby,os/mm,,,
sys\bin\EnvironmentalReverbUtility.dll,/epoc32/release/armv5/urel/environmentalreverbutility.dll,core/os/EffectsPresets.iby,os/mm,,,
sys\bin\epos_comasuplasnplugin.dll,/epoc32/release/armv5/urel/epos_comasuplasnplugin.dll,core/mw/omasuplprotocolhandler.iby,mw/locationsrv,,,
sys\bin\epos_csuplutils.dll,/epoc32/release/armv5/urel/epos_csuplutils.dll,core/mw/locationsuplfw.iby,mw/locationsrv,,,
sys\bin\epos_omasupllistener.exe,/epoc32/release/armv5/urel/epos_omasupllistener.exe,core/mw/omasuplprotocolhandler.iby,mw/locationsrv,,,
sys\bin\epos_omasuplnotifier.dll,/epoc32/release/armv5/urel/epos_omasuplnotifier.dll,core/mw/omasuplprotocolhandler.iby,mw/locationsrv,,,
Sys\Bin\epos_omasuplnotifierplugin.dll,/epoc32/release/armv5/urel/epos_omasuplnotifierplugin.dll,core/mw/omasuplprotocolhandler.iby,mw/locationsrv,,,
Sys\Bin\epos_omasuplprovhandler.dll,/epoc32/release/armv5/urel/epos_omasuplprovhandler.dll,core/mw/omasuplprotocolhandler.iby,mw/locationsrv,,,
Sys\Bin\epos_omasuplsyncmldm.dll,/epoc32/release/armv5/urel/epos_omasuplsyncmldm.dll,core/mw/omasuplprotocolhandler.iby,mw/locationsrv,,,
Sys\Bin\epos_omasuplwaplistener.dll,/epoc32/release/armv5/urel/epos_omasuplwaplistener.dll,core/mw/omasuplprotocolhandler.iby,mw/locationsrv,,,
sys\bin\epos_suplnetinitiation.dll,/epoc32/release/armv5/urel/epos_suplnetinitiation.dll,core/mw/locationsuplfw.iby,mw/locationsrv,,,
sys\bin\epos_suplsettings.dll,/epoc32/release/armv5/urel/epos_suplsettings.dll,core/mw/locationsuplfw.iby,mw/locationsrv,,,
sys\bin\epos_suplterminitiation.dll,/epoc32/release/armv5/urel/epos_suplterminitiation.dll,core/mw/locationsuplfw.iby,mw/locationsrv,,,
sys\bin\eposindicator.dll,/epoc32/release/armv5/urel/eposindicator.dll,lbslocindicatorlib.iby,os/lbs,,,
sys\bin\eposlandmarks.dll,/epoc32/release/armv5/urel/eposlandmarks.dll,core/mw/LocationLandmarks.iby,mw/locationsrv,,,
Sys\Bin\eposlmconverter.dll,/epoc32/release/armv5/urel/eposlmconverter.dll,core/mw/LocationLandmarks.iby,mw/locationsrv,,,
sys\bin\eposlmdbmanlib.dll,/epoc32/release/armv5/urel/eposlmdbmanlib.dll,core/mw/LocationLandmarks.iby,mw/locationsrv,,,
Sys\Bin\eposlmdbmanprov.dll,/epoc32/release/armv5/urel/eposlmdbmanprov.dll,core/mw/LocationLandmarks.iby,mw/locationsrv,,,
sys\bin\eposlmdbreg.dll,/epoc32/release/armv5/urel/eposlmdbreg.dll,core/mw/LocationLandmarks.iby,mw/locationsrv,,,
sys\bin\eposlmintservices.dll,/epoc32/release/armv5/urel/eposlmintservices.dll,core/mw/LocationLandmarks.iby,mw/locationsrv,,,
sys\bin\eposlmlocalaccess.dll,/epoc32/release/armv5/urel/eposlmlocalaccess.dll,core/mw/LocationLandmarks.iby,mw/locationsrv,,,
Sys\Bin\eposlmlocalaccessprovider.dll,/epoc32/release/armv5/urel/eposlmlocalaccessprovider.dll,core/mw/LocationLandmarks.iby,mw/locationsrv,,,
Sys\Bin\eposlmlocaldbmanprovider.dll,/epoc32/release/armv5/urel/eposlmlocaldbmanprovider.dll,core/mw/LocationLandmarks.iby,mw/locationsrv,,,
Sys\Bin\eposlmlocalsearchprovider.dll,/epoc32/release/armv5/urel/eposlmlocalsearchprovider.dll,core/mw/LocationLandmarks.iby,mw/locationsrv,,,
sys\bin\eposlmmultidbsearch.dll,/epoc32/release/armv5/urel/eposlmmultidbsearch.dll,core/mw/LocationLandmarks.iby,mw/locationsrv,,,
Sys\Bin\eposlmrecognizer.dll,/epoc32/release/armv5/urel/eposlmrecognizer.dll,core/mw/LocationLandmarks.iby,mw/locationsrv,,,
sys\bin\eposlmsearchlib.dll,/epoc32/release/armv5/urel/eposlmsearchlib.dll,core/mw/LocationLandmarks.iby,mw/locationsrv,,,
sys\bin\eposlmserver.exe,/epoc32/release/armv5/urel/eposlmserver.exe,core/mw/LocationLandmarks.iby,mw/locationsrv,,,
sys\bin\eposlmservlib.dll,/epoc32/release/armv5/urel/eposlmservlib.dll,core/mw/LocationLandmarks.iby,mw/locationsrv,,,
sys\bin\eposmodset.dll,/epoc32/release/armv5/urel/eposmodset.dll,lbslocsettings.iby,os/lbs,,,
sys\bin\eposnwprv.dll,/epoc32/release/armv5/urel/eposnwprv.dll,lbsnetworkprivacy.iby,os/lbs,,,
sys\bin\eposomasuplposmessageplugin.dll,/epoc32/release/armv5/urel/eposomasuplposmessageplugin.dll,epos_omasuplposmessageplugin.iby,os/lbs,,,
Sys\Bin\eposomasuplprotocolhandler.dll,/epoc32/release/armv5/urel/eposomasuplprotocolhandler.dll,core/mw/omasuplprotocolhandler.iby,mw/locationsrv,,,
Sys\Bin\eposomasuplprotocolhandler1.dll,/epoc32/release/armv5/urel/eposomasuplprotocolhandler1.dll,core/mw/omasuplprotocolhandler.iby,mw/locationsrv,,,
Sys\Bin\eposomasuplprotocolhandler2.dll,/epoc32/release/armv5/urel/eposomasuplprotocolhandler2.dll,core/mw/omasuplprotocolhandler.iby,mw/locationsrv,,,
sys\bin\epospluginfw.dll,/epoc32/release/armv5/urel/epospluginfw.dll,lbspospluginfw.iby,os/lbs,,,
sys\bin\eposprvqnif.dll,/epoc32/release/armv5/urel/eposprvqnif.dll,core/mw/lbsqueryandnotification.iby,mw/locationsrv,,,
sys\bin\eposprvtyp.dll,/epoc32/release/armv5/urel/eposprvtyp.dll,lbsprivacydatatypes.iby,os/lbs,,,
sys\bin\eposserver.exe,/epoc32/release/armv5/urel/eposserver.exe,lbslocserver.iby,os/lbs,,,
sys\bin\epossuplgateway.exe,/epoc32/release/armv5/urel/epossuplgateway.exe,core/mw/locationsuplfw.iby,mw/locationsrv,,,
sys\bin\epossuplprotocolhandlerplugin.dll,/epoc32/release/armv5/urel/epossuplprotocolhandlerplugin.dll,core/mw/locationsuplfw.iby,mw/locationsrv,,,
sys\bin\eposutils.dll,/epoc32/release/armv5/urel/eposutils.dll,lbsmlfwutils.iby,os/lbs,,,
sys\bin\Equalizer.dll,/epoc32/release/armv5/urel/equalizer.dll,core/mw/Equalizer.iby,mw/mmmw,,,
sys\bin\eremotefs.fsy,/epoc32/release/armv5/urel/eremotefs.fsy,core/mw/rsfw.iby,mw/remotestorage,,,
sys\bin\ErrorConcealmentIntfc.dll,/epoc32/release/armv5/urel/errorconcealmentintfc.dll,core/os/MmfCustomInterfaces.iby,os/mm,,,
sys\bin\ErrorConcealmentIntfcMsgHdlr.dll,/epoc32/release/armv5/urel/errorconcealmentintfcmsghdlr.dll,core/os/MmfCustomInterfaces.iby,os/mm,,,
sys\bin\ErrorConcealmentIntfcProxy.dll,/epoc32/release/armv5/urel/errorconcealmentintfcproxy.dll,core/os/MmfCustomInterfaces.iby,os/mm,,,
sys\bin\EShell.exe,/epoc32/release/armv5/urel/eshell.exe,ESHELL.iby,os/kernelhwsrv,,,
sys\bin\esock.dll,/epoc32/release/armv5/urel/esock.dll,esock_core.iby,os/commsfw,,,
sys\bin\esock_api_ext.dll,/epoc32/release/armv5/urel/esock_api_ext.dll,esock_api_ext.iby,os/commsfw,,,
Sys\Bin\esock_params.dll,/epoc32/release/armv5/urel/esock_params.dll,esock_params.iby,os/commsfw,,,
Sys\Bin\ESockMessages.dll,/epoc32/release/armv5/urel/esockmessages.dll,ESockMessages.iby,os/commsfw,,,
sys\bin\esockmessagesimpl.dll,/epoc32/release/armv5/urel/esockmessagesimpl.dll,ESockMessages.iby,os/commsfw,,,
sys\bin\esocksvr.dll,/epoc32/release/armv5/urel/esocksvr.dll,esock_core.iby,os/commsfw,,,
sys\bin\esoundsc.ldd,/epoc32/release/armv5/urel/esoundsc.ldd,base_syborg_ui.iby,os/kernelhwsrv,,,
sys\bin\Estlib.dll,/epoc32/release/armv5/urel/estlib.dll,stdlib.iby,os/ossrv,,,
sys\bin\EStor.dll,/epoc32/release/armv5/urel/estor.dll,Store.iby,os/persistentdata,,,
sys\bin\eswt.dll,/epoc32/release/armv5/urel/eswt.dll,core/app/java.iby,app/jrt,,,
sys\bin\eswtapifacade.dll,/epoc32/release/armv5/urel/eswtapifacade.dll,core/app/java.iby,app/jrt,,,
sys\bin\eswtdirectcontent.dll,/epoc32/release/armv5/urel/eswtdirectcontent.dll,core/app/java.iby,app/jrt,,,
sys\bin\eswtphysics.dll,/epoc32/release/armv5/urel/eswtphysics.dll,core/app/java.iby,app/jrt,,,
sys\bin\ETel.dll,/epoc32/release/armv5/urel/etel.dll,etel.iby,os/cellularsrv,,WR,Stem does not support telephony
sys\bin\Etel3rdParty.dll,/epoc32/release/armv5/urel/etel3rdparty.dll,etelisv.iby,os/cellularsrv,,,
sys\bin\etelmm.dll,/epoc32/release/armv5/urel/etelmm.dll,etelmm.iby,os/cellularsrv,,,
sys\bin\etelpckt.dll,/epoc32/release/armv5/urel/etelpckt.dll,etelpckt.iby,os/cellularsrv,,,
sys\bin\etelsat.dll,/epoc32/release/armv5/urel/etelsat.dll,etelsat.iby,os/cellularsrv,,,
sys\bin\EText.dll,/epoc32/release/armv5/urel/etext.dll,EText.iby,os/textandloc,,,
Sys\Bin\ether802.dll,/epoc32/release/armv5/urel/ether802.dll,ether802.iby,os/networkingsrv,,,
sys\bin\etherpkt.drv,/epoc32/release/armv5/urel/etherpkt.drv,ether802.iby,os/networkingsrv,,,
sys\bin\EthInt.nif,/epoc32/release/armv5/urel/ethint.nif,ether802.iby,os/networkingsrv,,,
sys\bin\etul.dll,/epoc32/release/armv5/urel/etul.dll,egul.iby,mw/classicui,,,
Sys\Bin\eucjp_packed.dll,/epoc32/release/armv5/urel/eucjp_packed.dll,charconv_japanese.iby,os/textandloc,,,
Sys\Bin\EUCKR.dll,/epoc32/release/armv5/urel/euckr.dll,charconv_s60.iby,os/textandloc,,,
sys\bin\euserhl.dll,/epoc32/release/armv5/urel/euserhl.dll,euserhl.iby,os/ossrv,,,
sys\bin\evfp.dll,/epoc32/release/armv5/urel/evfp.dll,base_syborg_ui.iby,os/kernelhwsrv,,,
sys\bin\evteditor.dll,/epoc32/release/armv5/urel/evteditor.dll,core/app/eventsui.iby,app/location,,,
sys\bin\evtengine.dll,/epoc32/release/armv5/urel/evtengine.dll,core/app/eventsui.iby,app/location,,,
sys\bin\evthandler.exe,/epoc32/release/armv5/urel/evthandler.exe,core/app/eventsui.iby,app/location,,,
sys\bin\evthandlerapp.exe,/epoc32/release/armv5/urel/evthandlerapp.exe,core/app/eventsui.iby,app/location,,WR,application
sys\bin\evthandlerserver.exe,/epoc32/release/armv5/urel/evthandlerserver.exe,core/app/eventsui.iby,app/location,,,
sys\bin\evtinfonote.dll,/epoc32/release/armv5/urel/evtinfonote.dll,core/app/eventsui.iby,app/location,,,
sys\bin\evtmgmtui.exe,/epoc32/release/armv5/urel/evtmgmtui.exe,core/app/eventsui.iby,app/location,,WR,application
Sys\Bin\evtnotifierplugin.dll,/epoc32/release/armv5/urel/evtnotifierplugin.dll,core/app/eventsui.iby,app/location,,,
sys\bin\evtutils.dll,/epoc32/release/armv5/urel/evtutils.dll,core/app/eventsui.iby,app/location,,,
sys\bin\ExifLib.dll,/epoc32/release/armv5/urel/exiflib.dll,core/os/ExifLib.iby,os/imagingext,,,
sys\bin\ExifUtility.dll,/epoc32/release/armv5/urel/exifutility.dll,exifutility.iby,os/mm,,,
sys\bin\exstart.dll,/epoc32/release/armv5/urel/exstart.dll,base_syborg_ui.iby,os/kernelhwsrv,,,
Sys\Bin\extended_sms_7bit.dll,/epoc32/release/armv5/urel/extended_sms_7bit.dll,charconv_sms7bit.iby,os/textandloc,,,
sys\bin\extendedconnpref.dll,/epoc32/release/armv5/urel/extendedconnpref.dll,core/mw/extendedconnpref.iby,mw/ipconnmgmt,,,
Sys\Bin\extendedconnprefecom.dll,/epoc32/release/armv5/urel/extendedconnprefecom.dll,core/mw/extendedconnprefecom.iby,mw/ipconnmgmt,,,
Sys\Bin\ExtensionManager.dll,/epoc32/release/armv5/urel/extensionmanager.dll,core/app/Phonebook2.iby,app/contacts,,,
sys\bin\extrenderingplugin.dll,/epoc32/release/armv5/urel/extrenderingplugin.dll,core/app/ai3xmluirendering.iby,app/homescreen,,,
sys\bin\ezip.dll,/epoc32/release/armv5/urel/ezip.dll,ezlib.iby,os/ossrv,,,
sys\bin\ezlib.dll,/epoc32/release/armv5/urel/ezlib.dll,ezlib.iby,os/ossrv,,,
Sys\Bin\f32agent.dll,/epoc32/release/armv5/urel/f32agent.dll,caf.iby,os/security,,,
sys\bin\f32agentui.dll,/epoc32/release/armv5/urel/f32agentui.dll,caf.iby,os/security,,,
sys\bin\factories.dll,/epoc32/release/armv5/urel/factories.dll,factories.iby,os/commsfw,,,
sys\bin\FavouritesEngine.dll,/epoc32/release/armv5/urel/favouritesengine.dll,core/mw/FavouritesEngine.iby,mw/web,,,
Sys\Bin\FavouritesRFSPlugin.dll,/epoc32/release/armv5/urel/favouritesrfsplugin.dll,core/mw/RFSPlugins.iby,mw/appsupport,,,
sys\bin\FavouritesSrv.exe,/epoc32/release/armv5/urel/favouritessrv.exe,core/mw/FavouritesEngine.iby,mw/web,,,
sys\bin\fbscli.dll,/epoc32/release/armv5/urel/fbscli.dll,fbserv.iby,os/graphics,,,
sys\bin\fbserv.exe,/epoc32/release/armv5/urel/fbserv.exe,fbserv.iby,os/graphics,,,
sys\bin\fbsrasterizer.dll,/epoc32/release/armv5/urel/fbsrasterizer_stub.dll,fbsrasterizer_stub.iby,os/graphics,,,
sys\bin\fcpluginengine.dll,/epoc32/release/armv5/urel/fcpluginengine.dll,core/mw/multimediacommsengine.iby,mw/ipappsrv,,,
Sys\Bin\fctbcp.dll,/epoc32/release/armv5/urel/fctbcp.dll,core/mw/multimediacommsengine.iby,mw/ipappsrv,,,
sys\bin\fdcbase.dll,/epoc32/release/armv5/urel/fdcbase.dll,fdf.iby,os/usb,,,
sys\bin\fdf.exe,/epoc32/release/armv5/urel/fdf.exe,fdf.iby,os/usb,,,
sys\bin\featdiscovery.dll,/epoc32/release/armv5/urel/featdiscovery.dll,featmgr.iby,os/persistentdata,,,
sys\bin\featmgr.dll,/epoc32/release/armv5/urel/featmgr.dll,featmgr.iby,os/persistentdata,,,
sys\bin\featmgrserver.exe,/epoc32/release/armv5/urel/featmgrserver.exe,featmgr.iby,os/persistentdata,,,
sys\bin\featreg.dll,/epoc32/release/armv5/urel/featreg.dll,featreg.iby,os/persistentdata,,,
sys\bin\FeedsServer.exe,/epoc32/release/armv5/urel/feedsserver.exe,core/mw/FeedsEngine.iby,mw/web,,,
sys\bin\FeedsServerApi.dll,/epoc32/release/armv5/urel/feedsserverapi.dll,core/mw/FeedsEngine.iby,mw/web,,,
sys\bin\FeedsServerClient.dll,/epoc32/release/armv5/urel/feedsserverclient.dll,core/mw/FeedsEngine.iby,mw/web,,,
sys\bin\FepBase.dll,/epoc32/release/armv5/urel/fepbase.dll,fepbase.iby,mw/inputmethods,,,
sys\bin\Field.dll,/epoc32/release/armv5/urel/field.dll,EText.iby,os/textandloc,,,
sys\bin\FileBrowser.exe,/epoc32/release/armv5/urel/filebrowser.exe,core/tools/filebrowser.iby,app/rndtools,,WR,application
sys\bin\FileBrowserFileOpClient.dll,/epoc32/release/armv5/urel/filebrowserfileopclient.dll,core/tools/filebrowser.iby,app/rndtools,,,
sys\bin\FileBrowserFileOpServer.exe,/epoc32/release/armv5/urel/filebrowserfileopserver.exe,core/tools/filebrowser.iby,app/rndtools,,,
Sys\Bin\filecertstore.dll,/epoc32/release/armv5/urel/filecertstore.dll,filetokens.iby,os/security,,,
Sys\Bin\filedetailsplugin.dll,/epoc32/release/armv5/urel/filedetailsplugin.dll,core/app/filedetailsplugin.iby,app/videoplayer,,,
Sys\Bin\filekeystore.dll,/epoc32/release/armv5/urel/filekeystore.dll,filetokens.iby,os/security,,,
sys\bin\FileList.dll,/epoc32/release/armv5/urel/filelist.dll,core/app/filelist.iby,mw/gsprofilesrv,Out,WR,Causes 158 files to be removed
sys\bin\FileManager.exe,/epoc32/release/armv5/urel/filemanager.exe,core/app/FileManager.iby,app/files,,WR,application
Sys\Bin\filemanageraiwprovider.dll,/epoc32/release/armv5/urel/filemanageraiwprovider.dll,core/app/FileManager.iby,app/files,,,
sys\bin\filemanagerbkupengine.dll,/epoc32/release/armv5/urel/filemanagerbkupengine.dll,core/app/FileManager.iby,app/files,,,
Sys\Bin\filemanagerbkupplugin.dll,/epoc32/release/armv5/urel/filemanagerbkupplugin.dll,core/app/FileManager.iby,app/files,,,
sys\bin\FileManagerEngine.dll,/epoc32/release/armv5/urel/filemanagerengine.dll,core/app/FileManager.iby,app/files,,,
sys\bin\filemanagerschbkup.exe,/epoc32/release/armv5/urel/filemanagerschbkup.exe,core/app/FileManager.iby,app/files,,,
sys\bin\FileManagerView.dll,/epoc32/release/armv5/urel/filemanagerview.dll,core/app/FileManager.iby,app/files,,,
Sys\Bin\FileMonitorPlugin.dll,/epoc32/release/armv5/urel/filemonitorplugin.dll,core/mw/mds.iby,mw/mds,,,
Sys\Bin\FileSource.DLL,/epoc32/release/armv5/urel/filesource.dll,core/mw/EnhancedMediaClient.iby,mw/mmmw,,,
Sys\Bin\filessearchplugin.dll,/epoc32/release/armv5/urel/filessearchplugin.dll,core/app/filessearchplugin.iby,app/organizer,,,
sys\bin\FilterBrightness.dll,/epoc32/release/armv5/urel/filterbrightness.dll,core/mw/ImageEditorFilterBrightness.iby,app/imgeditor,,,
sys\bin\FilterBubble.dll,/epoc32/release/armv5/urel/filterbubble.dll,core/mw/ImageEditorFilterBubble.iby,app/imgeditor,,,
sys\bin\FilterBuffer.dll,/epoc32/release/armv5/urel/filterbuffer.dll,core/mw/ImageEditorFilterBuffer.iby,app/imgeditor,,,
sys\bin\FilterCartoon.dll,/epoc32/release/armv5/urel/filtercartoon.dll,core/mw/ImageEditorFilterCartoon.iby,app/imgeditor,,,
sys\bin\FilterClipart.dll,/epoc32/release/armv5/urel/filterclipart.dll,core/mw/ImageEditorFilterClipart.iby,app/imgeditor,,,
sys\bin\FilterContrast.dll,/epoc32/release/armv5/urel/filtercontrast.dll,core/mw/ImageEditorFilterContrast.iby,app/imgeditor,,,
sys\bin\FilterCrop.dll,/epoc32/release/armv5/urel/filtercrop.dll,core/mw/ImageEditorFilterCrop.iby,app/imgeditor,,,
sys\bin\FilterFrame.dll,/epoc32/release/armv5/urel/filterframe.dll,core/mw/ImageEditorFilterFrame.iby,app/imgeditor,,,
sys\bin\FilterGrayScale.dll,/epoc32/release/armv5/urel/filtergrayscale.dll,core/mw/ImageEditorFilterGrayScale.iby,app/imgeditor,,,
sys\bin\FilterIclSource.dll,/epoc32/release/armv5/urel/filtericlsource.dll,core/mw/ImageEditorFilterIclSource.iby,app/imgeditor,,,
sys\bin\FilterJpegSource.dll,/epoc32/release/armv5/urel/filterjpegsource.dll,core/mw/ImageEditorFilterJpegSource.iby,app/imgeditor,,,
sys\bin\FilterJpegTarget.dll,/epoc32/release/armv5/urel/filterjpegtarget.dll,core/mw/ImageEditorFilterJpegTarget.iby,app/imgeditor,,,
sys\bin\FilterNegate.dll,/epoc32/release/armv5/urel/filternegate.dll,core/mw/ImageEditorFilterNegate.iby,app/imgeditor,,,
sys\bin\FilterRedEye.dll,/epoc32/release/armv5/urel/filterredeye.dll,core/mw/ImageEditorFilterRedEye.iby,app/imgeditor,,,
sys\bin\FilterRotate.dll,/epoc32/release/armv5/urel/filterrotate.dll,core/mw/ImageEditorFilterRotate.iby,app/imgeditor,,,
sys\bin\FilterScale.dll,/epoc32/release/armv5/urel/filterscale.dll,core/mw/ImageEditorFilterScale.iby,app/imgeditor,,,
sys\bin\FilterSepia.dll,/epoc32/release/armv5/urel/filtersepia.dll,core/mw/ImageEditorFilterSepia.iby,app/imgeditor,,,
sys\bin\FilterSharpness.dll,/epoc32/release/armv5/urel/filtersharpness.dll,core/mw/ImageEditorFilterSharpness.iby,app/imgeditor,,,
sys\bin\FilterText.dll,/epoc32/release/armv5/urel/filtertext.dll,core/mw/ImageEditorFilterText.iby,app/imgeditor,,,
Sys\bin\find.exe,/epoc32/release/armv5/urel/find.exe,zsh.iby,mw/appsupport,,,
sys\bin\FindUtil.dll,/epoc32/release/armv5/urel/findutil.dll,core/mw/findutil.iby,mw/classicui,,,
sys\bin\FindUtilImpl.dll,/epoc32/release/armv5/urel/findutilimpl.dll,customer/mw/findutil_Variant.iby,mw/classicui,,,
sys\bin\FLogger.dll,/epoc32/release/armv5/urel/flogger.dll,flogger.iby,os/persistentdata,,,
sys\bin\FLogSvr.exe,/epoc32/release/armv5/urel/flogsvr.exe,flogger.iby,os/persistentdata,,,
sys\bin\fluidlauncher.exe,/epoc32/release/armv5/urel/fluidlauncher.exe,customervariant/app/qtdemoapps.iby,mw/qt,,WR,application
sys\bin\fmPresetUtility.dll,/epoc32/release/armv5/urel/fmpresetutility.dll,core/mw/FmPresetUtility.iby,mw/mmmw,,,
sys\bin\fmradio.exe,/epoc32/release/armv5/urel/fmradio.exe,core/app/fmradio.iby,app/radio,Out,WR,application
Sys\Bin\fmradioactionhandler.dll,/epoc32/release/armv5/urel/fmradioactionhandler.dll,core/app/fmradio.iby,app/radio,,,
sys\bin\fmradioactiveidleengine200.dll,/epoc32/release/armv5/urel/fmradioactiveidleengine200.dll,core/app/fmradio.iby,app/radio,,,
sys\bin\fmradioengine.dll,/epoc32/release/armv5/urel/fmradioengine.dll,core/app/fmradioengine.iby,app/radio,,,
Sys\Bin\fmradiomcpplugin100.dll,/epoc32/release/armv5/urel/fmradiomcpplugin100.dll,core/app/fmradio.iby,app/radio,,,
Sys\Bin\fmradiotunercontrol.dll,/epoc32/release/armv5/urel/fmradiotunercontrol.dll,../../../rom/config/sf_refhw/bigrom.oby,adaptation/stubs,,,
sys\bin\FMSClient.dll,/epoc32/release/armv5/urel/fmsclient.dll,core/mw/fotaserver.iby,mw/remotemgmt,,,
sys\bin\FMSServer.exe,/epoc32/release/armv5/urel/fmsserver.exe,core/mw/fotaserver.iby,mw/remotemgmt,,,
sys\bin\FntStr.dll,/epoc32/release/armv5/urel/fntstr.dll,fntstore.iby,os/textandloc,,,
sys\bin\FontProvider.dll,/epoc32/release/armv5/urel/fontprovider.dll,core/mw/fontprovider.iby,mw/uiresources,,,
sys\bin\FontUtils.dll,/epoc32/release/armv5/urel/fontutils.dll,core/mw/fontutils.iby,mw/uiresources,,,
sys\bin\Form.dll,/epoc32/release/armv5/urel/form.dll,Form.iby,os/textandloc,,,
sys\bin\Form_and_etext_editor.dll,/epoc32/release/armv5/urel/form_and_etext_editor.dll,Form.iby,os/textandloc,,,
Sys\Bin\FormatterRFSPlugin.dll,/epoc32/release/armv5/urel/formatterrfsplugin.dll,core/mw/RFSPlugins.iby,mw/appsupport,,,
sys\bin\fotacustcmds.dll,/epoc32/release/armv5/urel/fotacustcmds.dll,core/mw/fotaserver.iby,mw/remotemgmt,,,
Sys\Bin\fotadiskstorage.dll,/epoc32/release/armv5/urel/fotadiskstorage.dll,core/mw/fotaserver.iby,mw/remotemgmt,,,
sys\bin\fotaengine.dll,/epoc32/release/armv5/urel/fotaengine.dll,core/mw/fotaserver.iby,mw/remotemgmt,,,
sys\bin\fotaschedulehandler.exe,/epoc32/release/armv5/urel/fotaschedulehandler.exe,core/mw/fotaserver.iby,mw/remotemgmt,,,
sys\bin\fotaserver.exe,/epoc32/release/armv5/urel/fotaserver.exe,core/mw/fotaserver.iby,mw/remotemgmt,Out,WR,application
sys\bin\Frame.pgn,/epoc32/release/armv5/urel/frame.pgn,core/app/ImageEditorFramePlugin.iby,app/imgeditor,,,
sys\bin\FrameTable.dll,/epoc32/release/armv5/urel/frametable.dll,core/os/FrameTable.iby,os/mm,,,
sys\bin\FreestyleEmailUi.exe,/epoc32/release/armv5/urel/freestyleemailui.exe,core/app/freestyleemailui.iby,app/commonemail,Out,WR,application
Sys\Bin\freetype.dll,/epoc32/release/armv5/urel/freetype.dll,freetype.iby,os/textandloc,,,
sys\bin\fridgemagnets.exe,/epoc32/release/armv5/urel/fridgemagnets.exe,customervariant/app/qtdemoapps.iby,mw/qt,,WR,application
sys\bin\fs_generic.dll,/epoc32/release/armv5/urel/fs_generic.dll,core/app/fs_generic.iby,app/commonemail,,,
Sys\Bin\fsccallplugin.dll,/epoc32/release/armv5/urel/fsccallplugin.dll,core/app/fsccontactactionservice.iby,app/commonemail,,,
Sys\Bin\fsccontactactionmenu.dll,/epoc32/release/armv5/urel/fsccontactactionmenu.dll,core/app/fsccontactactionmenu.iby,app/commonemail,,,
Sys\Bin\fsccontactactionservice.dll,/epoc32/release/armv5/urel/fsccontactactionservice.dll,core/app/fsccontactactionservice.iby,app/commonemail,,,
sys\bin\fsclientmtm.dll,/epoc32/release/armv5/urel/fsclientmtm.dll,core/app/fssendasmtm.iby,app/commonemail,,,
Sys\Bin\fscpocplugin.dll,/epoc32/release/armv5/urel/fscpocplugin.dll,core/app/fsccontactactionservice.iby,app/commonemail,,,
Sys\Bin\fscsaveascontactplugin.dll,/epoc32/release/armv5/urel/fscsaveascontactplugin.dll,core/app/fsccontactactionservice.iby,app/commonemail,,,
Sys\Bin\fscsendplugin.dll,/epoc32/release/armv5/urel/fscsendplugin.dll,core/app/fsccontactactionservice.iby,app/commonemail,,,
sys\bin\FSFWCommonLib.dll,/epoc32/release/armv5/urel/fsfwcommonlib.dll,core/app/FSEmailFramework.iby,app/commonemail,,,
sys\bin\FSMailFramework.dll,/epoc32/release/armv5/urel/fsmailframework.dll,core/app/FSEmailFramework.iby,app/commonemail,,,
sys\bin\fsmailserver.exe,/epoc32/release/armv5/urel/fsmailserver.exe,core/app/fsmailserver.iby,app/commonemail,Out,WR,application
Sys\Bin\fsscrollbarplugin.dll,/epoc32/release/armv5/urel/fsscrollbarplugin.dll,core/app/fs_generic.iby,app/commonemail,,,
