ROM file,Host file,Iby file,Package,In/Out,Who,Why
Resource\Apps\default_app_icon.mbm,/epoc32/data/z/resource/apps/default_app_icon.mbm,uikon.iby,mw/classicui,,,
resource\apps\defaultappserver.rsc,/epoc32/data/z/resource/apps/defaultappserver.rsc,language/app/defaultapplicationsettingsresources.iby,app/settingsuis,,,
resource\apps\deform.rsc,/epoc32/data/z/resource/apps/deform.rsc,customervariant/app/qtdemoapps.iby,mw/qt,,,
resource\apps\devdiagapp.mif,/epoc32/data/z/resource/apps/devdiagapp.mif,core/app/devdiagapp_ui.iby,app/devicecontrol,,,
resource\apps\devdiagapp.rsc,/epoc32/data/z/resource/apps/devdiagapp.rsc,language/app/devdiagapp_ui_resources.iby,app/devicecontrol,,,
resource\apps\devdiagconnectivitysuiteplugin.mif,/epoc32/data/z/resource/apps/devdiagconnectivitysuiteplugin.mif,core/mw/devdiagconnectivitysuiteplugin.iby,app/devicecontrol,,,
resource\apps\devdiagcoveragesuiteplugin.mif,/epoc32/data/z/resource/apps/devdiagcoveragesuiteplugin.mif,core/mw/devdiagcoveragesuiteplugin.iby,app/devicecontrol,,,
resource\apps\devdiaghardwaresuiteplugin.mif,/epoc32/data/z/resource/apps/devdiaghardwaresuiteplugin.mif,core/mw/devdiaghardwaresuiteplugin.iby,app/devicecontrol,,,
resource\apps\devdiagservicessuiteplugin.mif,/epoc32/data/z/resource/apps/devdiagservicessuiteplugin.mif,core/mw/devdiagservicessuiteplugin.iby,app/devicecontrol,,,
resource\apps\devencgsplugin.mif,/epoc32/data/z/resource/apps/devencgsplugin.mif,core/app/DevEncryption.iby,app/files,,,
resource\apps\DevEncStarter.rsc,/epoc32/data/z/resource/apps/devencstarter.rsc,core/mw/DevEncDiskUtils.iby,mw/securitysrv,,,
resource\apps\DevEncUi.rsc,/epoc32/data/z/resource/apps/devencui.rsc,language/app/DevEncResources.iby,app/files,,,
resource\apps\DevEncUi_aif.mif,/epoc32/data/z/resource/apps/devencui_aif.mif,core/app/DevEncryption.iby,app/files,,,
resource\apps\Dialer.mif,/epoc32/data/z/resource/apps/dialer.mif,core/app/dialer.iby,app/phone,,,
resource\apps\DisconnectDlgUi.mbm,/epoc32/data/z/resource/apps/disconnectdlgui.mbm,core/mw/DisconnectDlg.iby,mw/ipconnmgmt,,,
resource\apps\DisconnectDlgUi.mif,/epoc32/data/z/resource/apps/disconnectdlgui.mif,core/mw/DisconnectDlg.iby,mw/ipconnmgmt,,,
resource\apps\DownloadMgrUiLib.mbm,/epoc32/data/z/resource/apps/downloadmgruilib.mbm,core/mw/DownloadMgrUiLib.iby,mw/web,,,
resource\apps\DownloadMgrUiLib.mif,/epoc32/data/z/resource/apps/downloadmgruilib.mif,core/mw/DownloadMgrUiLib.iby,mw/web,,,
resource\apps\DRMEncryptor.mbm,/epoc32/data/z/resource/apps/drmencryptor.mbm,core/mw/drmencryptor.iby,mw/drm,,,
resource\apps\DRMEncryptor.mif,/epoc32/data/z/resource/apps/drmencryptor.mif,core/mw/drmencryptor.iby,mw/drm,,,
resource\apps\drmencryptor.rsc,/epoc32/data/z/resource/apps/drmencryptor.rsc,core/mw/drmencryptor.iby,mw/drm,,,
resource\apps\DRMENCRYPTOR_aif.mif,/epoc32/data/z/resource/apps/drmencryptor_aif.mif,core/mw/drmencryptor.iby,mw/drm,,,
resource\apps\DRMRightsManager.mif,/epoc32/data/z/resource/apps/drmrightsmanager.mif,core/mw/drmrightsmanagerui.iby,mw/drm,,,
resource\apps\DRMRightsManager.rsc,/epoc32/data/z/resource/apps/drmrightsmanager.rsc,language/mw/drmrightsmanageruiresources.iby,mw/drm,,,
resource\apps\DRMRightsManager_aif.mif,/epoc32/data/z/resource/apps/drmrightsmanager_aif.mif,core/mw/drmrightsmanagerui.iby,mw/drm,,,
resource\apps\easydialing.mif,/epoc32/data/z/resource/apps/easydialing.mif,language/app/easydialingpluginresources.iby,app/phone,,,
resource\apps\emailwidget.rsc,/epoc32/data/z/resource/apps/emailwidget.rsc,language/app/cmailhandlerpluginresources.iby,app/commonemail,,,
resource\apps\emailwidgetsettings.mif,/epoc32/data/z/resource/apps/emailwidgetsettings.mif,core/app/emailwidgetsettings.iby,app/commonemail,,,
resource\apps\emailwidgetsettings.rsc,/epoc32/data/z/resource/apps/emailwidgetsettings.rsc,language/app/emailwidgetsettings_resources.iby,app/commonemail,,,
resource\apps\eposlmglcategories.mif,/epoc32/data/z/resource/apps/eposlmglcategories.mif,core/mw/LocationLandmarks.iby,mw/locationsrv,,,
resource\apps\Equalizer.mif,/epoc32/data/z/resource/apps/equalizer.mif,core/mw/Equalizer.iby,mw/mmmw,,,
resource\apps\Equalizer.rsc,/epoc32/data/z/resource/apps/equalizer.rsc,language/mw/EqualizerResources.iby,mw/mmmw,,,
resource\apps\evteditor.mif,/epoc32/data/z/resource/apps/evteditor.mif,core/app/eventsui.iby,app/location,,,
resource\apps\evthandlerapp.rsc,/epoc32/data/z/resource/apps/evthandlerapp.rsc,language/app/eventsui_resources.iby,app/location,,,
resource\apps\evthandlerapp_aif.mif,/epoc32/data/z/resource/apps/evthandlerapp_aif.mif,core/app/eventsui.iby,app/location,,,
resource\apps\evthandlerserver.mif,/epoc32/data/z/resource/apps/evthandlerserver.mif,core/app/eventsui.iby,app/location,,,
resource\apps\evtinfonote.mif,/epoc32/data/z/resource/apps/evtinfonote.mif,core/app/eventsui.iby,app/location,,,
resource\apps\evtmgmtui.mif,/epoc32/data/z/resource/apps/evtmgmtui.mif,core/app/eventsui.iby,app/location,,,
resource\apps\evtmgmtui.rsc,/epoc32/data/z/resource/apps/evtmgmtui.rsc,language/app/eventsui_resources.iby,app/location,,,
resource\apps\evtmgmtui_aif.mif,/epoc32/data/z/resource/apps/evtmgmtui_aif.mif,core/app/eventsui.iby,app/location,,,
resource\apps\FileBrowser.rsc,/epoc32/data/z/resource/apps/filebrowser.rsc,core/tools/filebrowser.iby,app/rndtools,,,
resource\apps\FileBrowser_aif.mif,/epoc32/data/z/resource/apps/filebrowser_aif.mif,core/tools/filebrowser.iby,app/rndtools,,,
resource\apps\FileBrowser_ExtraIcons.mif,/epoc32/data/z/resource/apps/filebrowser_extraicons.mif,core/tools/filebrowser.iby,app/rndtools,,,
resource\apps\filelist.mif,/epoc32/data/z/resource/apps/filelist.mif,core/app/filelist.iby,mw/gsprofilesrv,,,
resource\apps\FileManager.mif,/epoc32/data/z/resource/apps/filemanager.mif,core/app/FileManager.iby,app/files,,,
resource\apps\FileManager.rsc,/epoc32/data/z/resource/apps/filemanager.rsc,language/app/FileManagerResources.iby,app/files,,,
resource\apps\FileManager_aif.mif,/epoc32/data/z/resource/apps/filemanager_aif.mif,core/app/FileManager.iby,app/files,,,
resource\apps\filessearchplugin.mif,/epoc32/data/z/resource/apps/filessearchplugin.mif,core/app/filessearchplugin.iby,app/organizer,,,
resource\apps\fluidlauncher.rsc,/epoc32/data/z/resource/apps/fluidlauncher.rsc,customervariant/app/qtdemoapps.iby,mw/qt,,,
resource\apps\fmradio.mif,/epoc32/data/z/resource/apps/fmradio.mif,core/app/fmradio.iby,app/radio,,,
resource\apps\fmradio.rsc,/epoc32/data/z/resource/apps/fmradio.rsc,language/app/fmradioresources.iby,app/radio,,,
resource\apps\fmradio_aif.mif,/epoc32/data/z/resource/apps/fmradio_aif.mif,core/app/fmradio.iby,app/radio,,,
resource\apps\foldersuite.rsc,/epoc32/data/z/resource/apps/foldersuite.rsc,language/app/menusuites_resources.iby,app/homescreen,,,
resource\apps\fotaserver.mbm,/epoc32/data/z/resource/apps/fotaserver.mbm,core/mw/fotaserver.iby,mw/remotemgmt,,,
resource\apps\fotaserver.mif,/epoc32/data/z/resource/apps/fotaserver.mif,core/mw/fotaserver.iby,mw/remotemgmt,,,
resource\apps\fotaserver.rsc,/epoc32/data/z/resource/apps/fotaserver.rsc,language/mw/fotaserverresources.iby,mw/remotemgmt,,,
resource\apps\fotaserver_aif.mif,/epoc32/data/z/resource/apps/fotaserver_aif.mif,core/mw/fotaserver.iby,mw/remotemgmt,,,
resource\apps\Frame.mif,/epoc32/data/z/resource/apps/frame.mif,core/app/ImageEditorFramePlugin.iby,app/imgeditor,,,
resource\apps\FreestyleEmailUi.mbm,/epoc32/data/z/resource/apps/freestyleemailui.mbm,core/app/freestyleemailui.iby,app/commonemail,,,
resource\apps\FreestyleEmailUi.mif,/epoc32/data/z/resource/apps/freestyleemailui.mif,core/app/freestyleemailui.iby,app/commonemail,,,
resource\apps\FreestyleEmailUi.rsc,/epoc32/data/z/resource/apps/freestyleemailui.rsc,language/app/FreestyleEmailUiResources.iby,app/commonemail,,,
resource\apps\FreestyleEmailUi_aif.mif,/epoc32/data/z/resource/apps/freestyleemailui_aif.mif,core/app/freestyleemailui.iby,app/commonemail,,,
resource\apps\fridgemagnets.rsc,/epoc32/data/z/resource/apps/fridgemagnets.rsc,customervariant/app/qtdemoapps.iby,mw/qt,,,
resource\apps\fsccallplugin.mif,/epoc32/data/z/resource/apps/fsccallplugin.mif,core/app/fsccontactactionservice.iby,app/commonemail,,,
resource\apps\fsccallplugin.rsc,/epoc32/data/z/resource/apps/fsccallplugin.rsc,language/app/fsccontactactionserviceresources.iby,app/commonemail,,,
resource\apps\fscpocplugin.mif,/epoc32/data/z/resource/apps/fscpocplugin.mif,core/app/fsccontactactionservice.iby,app/commonemail,,,
resource\apps\fscpocplugin.rsc,/epoc32/data/z/resource/apps/fscpocplugin.rsc,language/app/fsccontactactionserviceresources.iby,app/commonemail,,,
resource\apps\fscsaveascontactplugin.mif,/epoc32/data/z/resource/apps/fscsaveascontactplugin.mif,core/app/fsccontactactionservice.iby,app/commonemail,,,
resource\apps\fscsaveascontactplugin.rsc,/epoc32/data/z/resource/apps/fscsaveascontactplugin.rsc,language/app/fsccontactactionserviceresources.iby,app/commonemail,,,
resource\apps\fscsendplugin.mif,/epoc32/data/z/resource/apps/fscsendplugin.mif,core/app/fsccontactactionservice.iby,app/commonemail,,,
resource\apps\fscsendplugin.rsc,/epoc32/data/z/resource/apps/fscsendplugin.rsc,language/app/fsccontactactionserviceresources.iby,app/commonemail,,,
resource\apps\fsmailserver.rsc,/epoc32/data/z/resource/apps/fsmailserver.rsc,language/app/fsmailserverresources.iby,app/commonemail,,,
resource\apps\fsuidatamtm.mif,/epoc32/data/z/resource/apps/fsuidatamtm.mif,core/app/fssendasmtm.iby,app/commonemail,,,
resource\apps\ganes.mif,/epoc32/data/z/resource/apps/ganes.mif,core/mw/ganes.iby,mw/classicui,,,
resource\apps\glx.Rsc,/epoc32/data/z/resource/apps/glx.rsc,language/app/glxgallery_resources.iby,app/photos,,,
resource\apps\glx_aif.mif,/epoc32/data/z/resource/apps/glx_aif.mif,core/app/glxgallery.iby,app/photos,,,
resource\apps\glx_loc.Rsc,/epoc32/data/z/resource/apps/glx_loc.rsc,language/app/glxgallery_resources.iby,app/photos,,,
resource\apps\glxcommandhandlermarking.rsc,/epoc32/data/z/resource/apps/glxcommandhandlermarking.rsc,language/app/glxgallery_resources.iby,app/photos,,,
resource\apps\glxcommoncommandhandlers.rsc,/epoc32/data/z/resource/apps/glxcommoncommandhandlers.rsc,language/app/glxcommoncommandhandlers_resources.iby,app/photos,,,
resource\apps\glxdownloadtext.rsc,/epoc32/data/z/resource/apps/glxdownloadtext.rsc,language/app/glxgallery_resources.iby,app/photos,,,
resource\apps\glxfetcherdialog.rsc,/epoc32/data/z/resource/apps/glxfetcherdialog.rsc,language/app/glxfetcher_resources.iby,app/photos,,,
resource\apps\glxfullscreenviewdata.rsc,/epoc32/data/z/resource/apps/glxfullscreenviewdata.rsc,language/app/glxgallery_resources.iby,app/photos,,,
resource\apps\glxgridviewdata.rsc,/epoc32/data/z/resource/apps/glxgridviewdata.rsc,language/app/glxgallery_resources.iby,app/photos,,,
resource\apps\glxicons.mif,/epoc32/data/z/resource/apps/glxicons.mif,core/app/glxgallery.iby,app/photos,,,
resource\apps\glxivwr.Rsc,/epoc32/data/z/resource/apps/glxivwr.rsc,language/app/glxgallery_resources.iby,app/photos,,,
resource\apps\glxivwr_loc.Rsc,/epoc32/data/z/resource/apps/glxivwr_loc.rsc,language/app/glxgallery_resources.iby,app/photos,,,
resource\apps\glxlistviewplugin.rsc,/epoc32/data/z/resource/apps/glxlistviewplugin.rsc,language/app/glxgallery_resources.iby,app/photos,,,
resource\apps\glxmetadatadialog.rsc,/epoc32/data/z/resource/apps/glxmetadatadialog.rsc,language/app/glxgallery_resources.iby,app/photos,,,
resource\glxtagsbrowserview.rsc,/epoc32/data/z/resource/apps/glxtagsbrowserview.rsc,language/app/tagsbrowserviewplugin_resources.iby,app/photos,,,
resource\apps\glxuiutilities.rsc,/epoc32/data/z/resource/apps/glxuiutilities.rsc,language/app/glxgallery_resources.iby,app/photos,,,
resource\apps\glxviewbase.rsc,/epoc32/data/z/resource/apps/glxviewbase.rsc,language/app/glxgallery_resources.iby,app/photos,,,
resource\apps\gnrlsearchuisvg.mif,/epoc32/data/z/resource/apps/gnrlsearchuisvg.mif,core/app/searchapp.iby,app/organizer,,,
resource\apps\google_brand_graphics.mif,/epoc32/data/z/resource/apps/google_brand_graphics.mif,core/app/FSEmailFramework.iby,app/commonemail,,,
resource\apps\gridroot.mif,/epoc32/data/z/resource/apps/gridroot.mif,core/app/menusuites.iby,app/homescreen,,,
resource\apps\gsaccplugin.mif,/epoc32/data/z/resource/apps/gsaccplugin.mif,core/mw/gsaccsplugin.iby,mw/appsupport,,,
resource\apps\GSAdminPlugin.mif,/epoc32/data/z/resource/apps/gsadminplugin.mif,core/mw/gsadminplugin.iby,mw/gsprofilesrv,,,
resource\apps\GSApp.rsc,/epoc32/data/z/resource/apps/gsapp.rsc,language/mw/gsappresources.iby,mw/gsprofilesrv,,,
resource\apps\GSApp_aif.mif,/epoc32/data/z/resource/apps/gsapp_aif.mif,core/mw/gsapp.iby,mw/gsprofilesrv,,,
resource\apps\GSAppsPlugin.mif,/epoc32/data/z/resource/apps/gsappsplugin.mif,core/mw/gsappsplugin.iby,mw/gsprofilesrv,,,
resource\apps\GSCallBarringplugin.mif,/epoc32/data/z/resource/apps/gscallbarringplugin.mif,core/mw/gscallbarringplugin.iby,mw/gsprofilesrv,,,
resource\apps\GSCallDivertplugin.mif,/epoc32/data/z/resource/apps/gscalldivertplugin.mif,core/mw/gscalldivertplugin.iby,mw/gsprofilesrv,,,
resource\apps\GSCallplugin.mif,/epoc32/data/z/resource/apps/gscallplugin.mif,core/mw/gscallplugin.iby,mw/gsprofilesrv,,,
resource\apps\gsconnsettingsplugin.mif,/epoc32/data/z/resource/apps/gsconnsettingsplugin.mif,core/mw/gsconnsettingsplugin.iby,mw/ipconnmgmt,,,
resource\apps\GSConPlugin.mif,/epoc32/data/z/resource/apps/gsconplugin.mif,core/mw/gsconplugin.iby,mw/gsprofilesrv,,,
resource\apps\GSDasPlugin.mif,/epoc32/data/z/resource/apps/gsdasplugin.mif,core/app/defaultapplicationsettings.iby,app/settingsuis,,,
resource\apps\GSDataCallPlugin.mif,/epoc32/data/z/resource/apps/gsdatacallplugin.mif,core/mw/gsdatacallplugin.iby,mw/gsprofilesrv,,,
resource\apps\GSDevDiagPlugin.mif,/epoc32/data/z/resource/apps/gsdevdiagplugin.mif,core/app/gsdevdiagplugin.iby,app/devicecontrol,,,
resource\apps\GSDeviceManagementPlugin.mif,/epoc32/data/z/resource/apps/gsdevicemanagementplugin.mif,core/mw/gsdevicemanagementplugin.iby,mw/gsprofilesrv,,,
resource\apps\GSDisplayplugin.mif,/epoc32/data/z/resource/apps/gsdisplayplugin.mif,core/mw/gsdisplayplugin.iby,mw/gsprofilesrv,,,
resource\apps\GSEmailSettingsPlugin.rsc,/epoc32/data/z/resource/apps/gsemailsettingsplugin.rsc,language/app/gsemailsettingsresources.iby,app/commonemail,,,
resource\apps\Gsfwicon.mif,/epoc32/data/z/resource/apps/gsfwicon.mif,core/mw/gsapp.iby,mw/gsprofilesrv,,,
resource\apps\GSGenPlugin.mif,/epoc32/data/z/resource/apps/gsgenplugin.mif,core/mw/gsgenplugin.iby,mw/gsprofilesrv,,,
resource\apps\GSInstallationsPlugin.mif,/epoc32/data/z/resource/apps/gsinstallationsplugin.mif,core/mw/gsinstallationsplugin.iby,mw/gsprofilesrv,,,
resource\apps\GSLangPlugin.mif,/epoc32/data/z/resource/apps/gslangplugin.mif,core/mw/GSLangPlugin.iby,mw/inputmethods,,,
resource\apps\GSNetworkplugin.mif,/epoc32/data/z/resource/apps/gsnetworkplugin.mif,core/mw/gsnetworkplugin.iby,mw/gsprofilesrv,,,
resource\apps\GSOpticalJoystickPlugin.mif,/epoc32/data/z/resource/apps/gsopticaljoystickplugin.mif,core/mw/gsopticaljoystickplugin.iby,mw/gsprofilesrv,,,
resource\apps\GSPDataPlugin.mif,/epoc32/data/z/resource/apps/gspdataplugin.mif,core/mw/gspdataplugin.iby,mw/gsprofilesrv,,,
resource\apps\gspeninputplugin_aif.mif,/epoc32/data/z/resource/apps/gspeninputplugin_aif.mif,core/mw/peninputarc.iby,mw/inputmethods,,,
resource\apps\GSPowerSavingQueryPlugin.mif,/epoc32/data/z/resource/apps/gspowersavingqueryplugin.mif,core/mw/gspowersavingqueryplugin.iby,mw/gsprofilesrv,,,
resource\apps\gsprofilesplugin.mif,/epoc32/data/z/resource/apps/gsprofilesplugin.mif,core/app/profile.iby,app/profile,,,
resource\apps\GSRFSPlugin.mif,/epoc32/data/z/resource/apps/gsrfsplugin.mif,core/mw/rfs.iby,mw/appsupport,,,
resource\apps\GSSecPlugin.mif,/epoc32/data/z/resource/apps/gssecplugin.mif,core/mw/gssecurityplugin.iby,mw/gsprofilesrv,,,
resource\apps\gssenplugin.mif,/epoc32/data/z/resource/apps/gssenplugin.mif,core/mw/gssensorplugin.iby,mw/appsupport,,,
resource\apps\GSSIPSettingsPlugin.mif,/epoc32/data/z/resource/apps/gssipsettingsplugin.mif,core/mw/gssipsettingsplugin.iby,mw/ipappprotocols,,,
resource\apps\GSSynchronisationPlugin.mif,/epoc32/data/z/resource/apps/gssynchronisationplugin.mif,core/mw/gssynchronisationplugin.iby,mw/gsprofilesrv,,,
resource\apps\GSTelplugin.mif,/epoc32/data/z/resource/apps/gstelplugin.mif,core/mw/gstelplugin.iby,mw/gsprofilesrv,,,
resource\apps\gsvmbxplugin.mif,/epoc32/data/z/resource/apps/gsvmbxplugin.mif,core/app/gsvmbxplugin.iby,app/phone,,,
resource\apps\GSVoiceRecorderPlugin.mif,/epoc32/data/z/resource/apps/gsvoicerecorderplugin.mif,core/app/Voicerecorder.iby,app/voicerec,,,
resource\apps\GSXDMplugin.mif,/epoc32/data/z/resource/apps/gsxdmplugin.mif,core/mw/gsxdmplugin.iby,mw/legacypresence,,,
resource\apps\homescreen.rsc,/epoc32/data/z/resource/apps/homescreen.rsc,language/mw/idlefw_resources.iby,mw/homescreensrv,,,
resource\apps\homescreen_aif.mif,/epoc32/data/z/resource/apps/homescreen_aif.mif,core/mw/idlefw.iby,app/homescreen,,,
resource\apps\HsBrowser.rsc,/epoc32/data/z/resource/apps/hsbrowser.rsc,language/mw/hotspotResources.iby,mw/wirelessacc,,,
resource\apps\hsbrowsericon_aif.mif,/epoc32/data/z/resource/apps/hsbrowsericon_aif.mif,core/mw/hotspot.iby,mw/wirelessacc,,,
resource\apps\iaupdate.mif,/epoc32/data/z/resource/apps/iaupdate.mif,core/mw/iaupdate.iby,mw/appinstall,,,
resource\apps\iaupdate.rsc,/epoc32/data/z/resource/apps/iaupdate.rsc,language/mw/iaupdateresources.iby,mw/appinstall,,,
resource\apps\iaupdate_aif.mif,/epoc32/data/z/resource/apps/iaupdate_aif.mif,core/mw/iaupdate.iby,mw/appinstall,,,
resource\apps\iaupdatelauncher.rsc,/epoc32/data/z/resource/apps/iaupdatelauncher.rsc,language/mw/iaupdateresources.iby,mw/appinstall,,,
resource\apps\iaupdater.rsc,/epoc32/data/z/resource/apps/iaupdater.rsc,language/mw/iaupdateresources.iby,mw/appinstall,,,
resource\apps\ImageEditor.rsc,/epoc32/data/z/resource/apps/imageeditor.rsc,language/app/ImageEditor_Resource.iby,app/imgeditor,,,
resource\apps\ImageEditorPluginBase.rsc,/epoc32/data/z/resource/apps/imageeditorpluginbase.rsc,language/app/ImageEditor_Resource.iby,app/imgeditor,,,
resource\apps\ImageEditorUi.mif,/epoc32/data/z/resource/apps/imageeditorui.mif,core/app/ImageEditorUI.iby,app/imgeditor,,,
resource\apps\ImageEditorUi.rsc,/epoc32/data/z/resource/apps/imageeditorui.rsc,language/app/ImageEditor_Resource.iby,app/imgeditor,,,
resource\apps\imagegestures.rsc,/epoc32/data/z/resource/apps/imagegestures.rsc,customervariant/app/qtdemoapps.iby,mw/qt,,,
resource\apps\imageprintapp.rsc,/epoc32/data/z/resource/apps/imageprintapp.rsc,language/app/imageprintresources.iby,app/printing,,,
resource\apps\imageprintapp_aif.mif,/epoc32/data/z/resource/apps/imageprintapp_aif.mif,core/app/desw_imageprintui.iby,app/printing,,,
resource\apps\imcvuiapp.mif,/epoc32/data/z/resource/apps/imcvuiapp.mif,language/app/imconversationviewresources.iby,app/conversations,,,
resource\apps\imcvuiapp.rsc,/epoc32/data/z/resource/apps/imcvuiapp.rsc,language/app/imconversationviewresources.iby,app/conversations,,,
resource\apps\imgprintbitmaps.mif,/epoc32/data/z/resource/apps/imgprintbitmaps.mif,core/app/desw_imageprintui.iby,app/printing,,,
resource\apps\iptvmimesupport.RSC,/epoc32/data/z/resource/apps/iptvmimesupport.rsc,core/app/videoutils.iby,app/videoplayer,,,
resource\apps\IptvProvisioningApp.rsc,/epoc32/data/z/resource/apps/iptvprovisioningapp.rsc,language/app/videoprovisioningapppuiresources.iby,app/videoplayer,,,
resource\apps\javainstaller_icon.mif,/epoc32/data/z/resource/apps/javainstaller_icon.mif,core/app/java.iby,app/jrt,,,
resource\apps\javainstaller_loc.rsc,/epoc32/data/z/resource/apps/javainstaller_loc.rsc,core/app/java.iby,app/jrt,,,
resource\apps\landmarkprovidername.RSC,/epoc32/data/z/resource/apps/landmarkprovidername.rsc,language/mw/serviceapiresource.iby,mw/serviceapi,,,
resource\apps\Landmarks.mif,/epoc32/data/z/resource/apps/landmarks.mif,core/app/LocationLandmarksUi.iby,app/location,,,
resource\apps\Landmarks.rsc,/epoc32/data/z/resource/apps/landmarks.rsc,language/app/LocationLandmarksUi_resources.iby,app/location,,,
resource\apps\Launcher.rsc,/epoc32/data/z/resource/apps/launcher.rsc,core/tools/Launcher.iby,app/rndtools,,,
resource\apps\Launcher_aif.mif,/epoc32/data/z/resource/apps/launcher_aif.mif,core/tools/Launcher.iby,app/rndtools,,,
resource\apps\lcdui.mif,/epoc32/data/z/resource/apps/lcdui.mif,core/app/java.iby,app/jrt,,,
Resource\Apps\lch.rsc,/epoc32/data/z/resource/apps/lch.rsc,hlpmodel.iby,app/helps,,,
resource\apps\LmkMsgViewer.rsc,/epoc32/data/z/resource/apps/lmkmsgviewer.rsc,language/app/LocationLandmarksUi_resources.iby,app/location,,,
resource\apps\LmkMsgViewer_aif.mif,/epoc32/data/z/resource/apps/lmkmsgviewer_aif.mif,core/app/LocationLandmarksUi.iby,app/location,,,
resource\apps\LmkUi.mif,/epoc32/data/z/resource/apps/lmkui.mif,core/app/LocationLandmarksUi.iby,app/location,,,
resource\apps\LoadGen.rsc,/epoc32/data/z/resource/apps/loadgen.rsc,core/tools/loadgen.iby,app/rndtools,,,
resource\apps\LoadGen_aif.mif,/epoc32/data/z/resource/apps/loadgen_aif.mif,core/tools/loadgen.iby,app/rndtools,,,
resource\apps\LoadGen_ExtraIcons.mif,/epoc32/data/z/resource/apps/loadgen_extraicons.mif,core/tools/loadgen.iby,app/rndtools,,,
resource\apps\locationprovidername.RSC,/epoc32/data/z/resource/apps/locationprovidername.rsc,language/mw/serviceapiresource.iby,mw/serviceapi,,,
resource\apps\locbtnotifierresources.rsc,/epoc32/data/z/resource/apps/locbtnotifierresources.rsc,language/mw/locbtnotifier_resources.iby,mw/locationsrv,,,
resource\apps\lockapp.rsc,/epoc32/data/z/resource/apps/lockapp.rsc,language/mw/lockappresources.iby,mw/securitysrv,,,
resource\apps\locpsysettings.mif,/epoc32/data/z/resource/apps/locpsysettings.mif,core/mw/locpsysettings.iby,mw/locationsrv,,,
resource\apps\locsettingsuiserver.rsc,/epoc32/data/z/resource/apps/locsettingsuiserver.rsc,language/mw/locsettingsuiservice_resources.iby,mw/locationsrv,,,
resource\apps\locsettingsuiserver_aif.mif,/epoc32/data/z/resource/apps/locsettingsuiserver_aif.mif,core/mw/locsettingsuiservice.iby,mw/locationsrv,,,
resource\apps\locsuplsettings.mif,/epoc32/data/z/resource/apps/locsuplsettings.mif,core/mw/locsuplsettings.iby,mw/locationsrv,,,
resource\apps\locsysuiview.mif,/epoc32/data/z/resource/apps/locsysuiview.mif,core/mw/locationsysui.iby,mw/locationsrv,,,
resource\apps\loggingprovidername.RSC,/epoc32/data/z/resource/apps/loggingprovidername.rsc,language/mw/serviceapiresource.iby,mw/serviceapi,,,
resource\apps\Logs.mif,/epoc32/data/z/resource/apps/logs.mif,core/app/Logs.iby,app/contacts,,,
resource\apps\Logs.rsc,/epoc32/data/z/resource/apps/logs.rsc,language/app/LogsResources.iby,app/contacts,,,
resource\apps\Logs_aif.mif,/epoc32/data/z/resource/apps/logs_aif.mif,core/app/Logs.iby,app/contacts,,,
resource\apps\lwplayer.rsc,/epoc32/data/z/resource/apps/lwplayer.rsc,language/app/lwplayerresources.iby,app/videoplayer,,,
resource\apps\mail_for_exchange_brand_graphics.mif,/epoc32/data/z/resource/apps/mail_for_exchange_brand_graphics.mif,core/app/FSEmailFramework.iby,app/commonemail,,,
resource\apps\masterdetail.rsc,/epoc32/data/z/resource/apps/masterdetail.rsc,customervariant/app/qtdemoapps.iby,mw/qt,,,
resource\apps\matrixmenu.mif,/epoc32/data/z/resource/apps/matrixmenu.mif,core/app/matrixmenu.iby,app/homescreen,,,
resource\apps\matrixmenu.rsc,/epoc32/data/z/resource/apps/matrixmenu.rsc,language/app/matrixmenu_resources.iby,app/homescreen,,,
resource\apps\matrixmenudata.mif,/epoc32/data/z/resource/apps/matrixmenudata.mif,core/app/menusuites.iby,app/homescreen,,,
resource\apps\Mce.rsc,/epoc32/data/z/resource/apps/mce.rsc,language/app/mceResources.iby,app/messaging,,,
resource\apps\Mce_aif.mif,/epoc32/data/z/resource/apps/mce_aif.mif,core/app/mce.iby,app/messaging,,,
resource\apps\MceExtraIcons.mif,/epoc32/data/z/resource/apps/mceextraicons.mif,core/app/mceextraitems.iby,app/messaging,,,
resource\apps\mceextraitems.rsc,/epoc32/data/z/resource/apps/mceextraitems.rsc,language/app/mceextraitems_resource.iby,app/messaging,,,
resource\apps\MceLogEng.rsc,/epoc32/data/z/resource/apps/mcelogeng.rsc,language/app/mceResources.iby,app/messaging,,,
resource\apps\MceSettingsGSPluginIcons.mif,/epoc32/data/z/resource/apps/mcesettingsgspluginicons.mif,core/app/MceSettingsGSPlugin.iby,app/messaging,,,
resource\apps\mediafilelist.mif,/epoc32/data/z/resource/apps/mediafilelist.mif,core/mw/mediafilelist.iby,mw/gsprofilesrv,,,
resource\apps\mediamanagementprovidername.RSC,/epoc32/data/z/resource/apps/mediamanagementprovidername.rsc,language/mw/serviceapiresource.iby,mw/serviceapi,,,
resource\apps\mediasettings.mif,/epoc32/data/z/resource/apps/mediasettings.mif,core/app/mediasettings.iby,app/videoplayer,,,
resource\apps\mediasettings.rsc,/epoc32/data/z/resource/apps/mediasettings.rsc,language/app/mediasettingsresources.iby,app/videoplayer,,,
